Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,Correlation_coefficient,Number_unclassified,Percent_unclassified,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize
student_analysis(numbers),5,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,4.750873310810812,15.988597517405767,100.0,100.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2630.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),6,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.4752517006802726,2.416970937722387,100.0,100.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),6,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.0040648259303726,1.1796333415894371,99.99999999999989,99.99999999999989,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),6,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,4.496420168067227,15.525107455372636,100.0,100.0,7.66237186962064E-9,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.016,0.0,0.015600099999999999,0.0,15.6001,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),6,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.0232821128451386,1.1737527337602636,100.0,100.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),6,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,0.5843263888888891,0.7207423856134405,78.42702635435838,77.40462636175762,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2954.0,23981.0,4313.0,NaN,NaN,?,3.0
student_analysis(numbers),6,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,0.89316722972973,1.102028561567858,99.9999999999999,99.9999999999999,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.015,0.0,0.015600099999999999,0.0,15.6001,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),6,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.3828952702702693,1.5961378558208914,100.00000000000007,100.00000000000011,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),6,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.6056249999999999,3.154472856120338,99.85565771338288,102.0397785946079,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2954.0,23981.0,4313.0,NaN,NaN,?,3.0
student_analysis(numbers),6,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,5.906266891891892,16.877039554646693,100.00000000000001,100.0,1.5169601981472086E-8,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),6,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.4201570945945927,1.5884211580059209,99.99999999999979,99.99999999999982,1.8164701513833757E-7,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),7,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.5020848339335744,2.9640661917665323,100.00000000000013,99.99999999999997,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),7,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.6287563025210094,2.4833345405810405,100.00000000000011,100.00000000000006,-8.070402651424618E-8,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),7,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.1487611044417785,1.3656103233658357,100.00000000000024,100.0000000000002,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),7,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.3435190076030432,2.3310136632084046,100.0000000000002,100.00000000000006,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),7,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,5.088145270270271,16.759782438968905,100.0,100.0,-7.2916783601984265E-9,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),7,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,2.252863505747138,5.910862027058911,202.69416815641517,464.47286879653956,-0.1936021376635461,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2954.0,23981.0,4313.0,NaN,NaN,?,3.0
student_analysis(numbers),7,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.9355324712643638,4.924644141865714,174.33143909366635,381.5583042793784,0.6185710764688942,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2954.0,23981.0,4313.0,NaN,NaN,?,3.0
student_analysis(numbers),7,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.1404324324324313,1.40426589627844,99.99999999999969,99.99999999999972,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),7,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,4.996827702702701,16.018091658497333,100.0,100.0,1.0804790367659732E-8,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2630.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),7,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,0.5764196969696962,0.7181265794477146,52.171537258178645,56.35014020955802,0.31551954802901205,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,4029.0,23981.0,4313.0,NaN,NaN,?,11.0
student_analysis(numbers),8,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.2698335334133677,1.3916997582058437,100.0000000000001,100.0000000000001,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2630.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),8,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,2.25563398692811,5.792905647071714,228.5446303292543,489.3801455047156,-0.24689986860738167,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.015,0.0,0.015600099999999999,0.0,15.6001,0.0,3454.0,23832.0,4462.0,NaN,NaN,?,7.0
student_analysis(numbers),8,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,5.093178871548622,15.790807656192502,100.0,100.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2630.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),8,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.29465306122449,2.3343759549611685,100.0,100.0,5.7040976654474486E-8,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),8,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,5.078412162162161,16.748214523886716,100.00000000000004,100.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),8,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.0771520270270265,1.2728387593503745,100.0,100.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.016,0.0,0.015600099999999999,0.0,15.6001,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),8,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,2.166095114942528,6.222044591836951,232.96846248314563,553.9398526846234,-0.5262975040509612,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2954.0,23981.0,4313.0,NaN,NaN,?,3.0
student_analysis(numbers),8,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.5371722972972974,2.4785163286491723,100.00000000000003,100.00000000000004,-1.9900379513297653E-8,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2630.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),8,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.351341216216214,1.6201860028128658,99.99999999999967,99.99999999999976,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),8,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.0250287162162155,1.2478090522146783,99.99999999999983,99.99999999999973,8.703205023503426E-8,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.016,0.0,0.015600099999999999,0.0,15.6001,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),9,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.6475606242496998,3.0239154668683463,99.99999999999996,100.0,1.5667715112872914E-8,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),9,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,4.738550743374273,16.372060724714963,101.07876674753821,100.74474387477312,-0.07915671951053145,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.015,0.0,0.015600099999999999,0.0,15.6001,0.0,3979.0,23832.0,4462.0,NaN,NaN,?,11.0
student_analysis(numbers),9,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,2.202267973856209,4.860858809811074,170.19261911904024,323.53803977866386,0.3988367970995806,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2954.0,23832.0,4462.0,NaN,NaN,?,3.0
student_analysis(numbers),9,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.0513189275710275,1.2894942275565335,100.00000000000014,100.00000000000011,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),9,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.0953952702702692,1.2925877332033422,99.99999999999976,99.99999999999982,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),9,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,5.263976351351354,16.105532393782592,100.00000000000013,100.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.016,0.0,0.015600099999999999,0.0,15.6001,0.0,2630.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),9,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,0.8950989583333326,1.0496255616348833,82.18093864458223,81.56379395768818,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2954.0,23981.0,4313.0,NaN,NaN,?,3.0
student_analysis(numbers),9,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.2347162162162157,1.4699226049600975,100.00000000000004,100.00000000000007,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2630.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),9,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.7349983108108094,2.5939017465621377,99.9999999999999,99.99999999999994,1.5676268859360152E-8,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),9,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,0.8303952702702713,0.9805989658425828,99.99999999999984,99.99999999999989,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.015,0.0,0.015600099999999999,0.0,15.6001,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),10,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.0854733893557427,1.2790203131503612,100.0000000000002,100.00000000000014,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),10,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,0.7847873303167416,0.9930108886720297,73.15506970013091,77.6178003267959,9.587490394069602E-8,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2954.0,23832.0,4462.0,NaN,NaN,?,3.0
student_analysis(numbers),10,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,5.172402561024409,15.805508106691,99.99999999999997,100.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2630.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),10,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,147.0,17.0,1.4425714285714277,2.386926324868212,99.99999999999996,100.0,3.749565891202395E-8,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.016,0.0,0.015600099999999999,0.0,15.6001,0.0,2655.0,23832.0,4462.0,NaN,NaN,?,1.0
student_analysis(numbers),10,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.1838344594594599,1.3417371900563932,100.0,100.0,9.89715074442104E-8,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2630.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),10,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.367422297297297,1.5705371215202288,99.99999999999982,99.99999999999983,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),10,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,5.022543918918919,16.752473199801884,100.0,100.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),10,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,1.46191722972973,2.4650048087717966,100.0,100.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,23981.0,4313.0,NaN,NaN,?,1.0
student_analysis(numbers),10,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,2.0625497126436665,4.934629577636285,170.9325651425035,368.388904760889,0.6062519582534874,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.015,0.0,0.0,0.0,0.0,0.0,2954.0,23981.0,4313.0,NaN,NaN,?,3.0
student_analysis(numbers),10,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,2.0200816102700002E7,148.0,16.0,0.7733263888888884,0.9631009067976118,72.72896887113879,76.5697067424055,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2954.0,23981.0,4313.0,NaN,NaN,?,3.0
